id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,delivery date,address code,departure state,placement date
210,Margate,0.2,15.552,3,South,kariox,Consumer,television,Standard Class,4422,2.3328,01-03-2018,33063,Florida,01-03-2018
211,Yonkers,0,59.52,3,East,kariox,Consumer,television,Second Class,8497,15.4752,01-03-2018,10701,New York,01-03-2018
212,Yonkers,0,479.97,3,East,fynota,Consumer,chocolates,Second Class,8498,177.5889,01-03-2018,10701,New York,01-03-2018
213,Columbus,0.5,302.45,5,East,qexty,Corporate,pants,Standard Class,7248,-199.617,01-03-2018,43229,Ohio,01-03-2018
214,Yonkers,0,18.62,2,East,kariox,Consumer,charger,Second Class,8499,5.3998,01-03-2018,10701,New York,01-03-2018
215,Yonkers,0,97.82,2,East,kariox,Consumer,phone,Second Class,8501,45.9754,01-03-2018,10701,New York,01-03-2018
216,Seattle,0.2,48.712,1,West,qexty,Consumer,tshirts,First Class,4962,5.4801,01-03-2018,98103,Washington,01-03-2018
217,Seattle,0,17.94,3,West,kariox,Consumer,television,First Class,4963,4.6644,01-03-2018,98103,Washington,01-03-2018
218,Seattle,0,242.94,3,West,kariox,Consumer,laptop,First Class,4964,4.8588,01-03-2018,98103,Washington,01-03-2018
219,Des Moines,0.2,107.648,2,West,kariox,Home Office,headset,Second Class,5254,33.64,01-03-2018,98198,Washington,01-03-2018
220,Seattle,0,20.65,5,West,kariox,Corporate,television,Standard Class,9641,9.499,01-03-2018,98103,Washington,01-03-2018
221,Seattle,0,204.9,5,West,kariox,Corporate,laptop,Standard Class,9642,0,01-03-2018,98103,Washington,01-03-2018
222,Yonkers,0.2,49.632,6,East,kariox,Consumer,headset,Second Class,8500,16.7508,01-03-2018,10701,New York,01-03-2018
223,Seattle,0.2,436.704,6,West,qexty,Corporate,tshirts,Standard Class,9643,21.8352,01-03-2018,98103,Washington,01-03-2018
224,Columbus,0.2,15.12,3,East,kariox,Corporate,tablet,Standard Class,7247,4.914,01-03-2018,43229,Ohio,01-03-2018
225,New York City,0.2,125.76,3,East,kariox,Home Office,headset,Standard Class,1164,40.872,01-03-2018,10035,New York,01-03-2018
226,Seattle,0.2,457.568,2,West,qexty,Consumer,tshirts,Second Class,158,51.4764,01-03-2018,98115,Washington,01-03-2018
227,New York City,0,5.94,3,East,fynota,Home Office,colddrinks,Standard Class,5714,1.6038,01-03-2018,10035,New York,01-03-2018
228,Elmhurst,0.3,634.116,6,Central,qexty,Home Office,tshirts,Standard Class,6548,-172.1172,01-03-2018,60126,Illinois,01-03-2018
229,Elmhurst,0.2,17.472,3,Central,kariox,Home Office,phone,Standard Class,6549,5.6784,01-03-2018,60126,Illinois,01-03-2018
230,El Paso,0.2,18.84,5,Central,kariox,Consumer,lighting,Standard Class,7948,-3.5325,01-03-2018,79907,Texas,01-03-2018
231,Dallas,0.2,15.552,3,Central,kariox,Consumer,phone,Same Day,5103,5.4432,01-03-2018,75217,Texas,01-03-2018
232,El Paso,0.6,63.552,6,Central,qexty,Consumer,shorts,Standard Class,7950,-34.9536,01-03-2018,79907,Texas,01-03-2018
233,New York City,0.2,25.32,5,East,kariox,Home Office,headset,Standard Class,1165,9.1785,01-03-2018,10035,New York,01-03-2018
234,El Paso,0.2,129.552,3,Central,kariox,Consumer,laptop,Standard Class,7951,-22.6716,01-03-2018,79907,Texas,01-03-2018
235,Houston,0.3,376.509,3,Central,qexty,Consumer,hoodies,Standard Class,8311,-43.0296,01-03-2018,77036,Texas,01-03-2018
236,New York City,0,11.36,2,East,kariox,Home Office,watch,Standard Class,6058,5.3392,01-03-2018,10009,New York,01-03-2018
237,New York City,0,36.4,5,East,kariox,Home Office,phone,Standard Class,6059,17.472,01-03-2018,10009,New York,01-03-2018
238,Philadelphia,0.2,3.424,1,East,kariox,Corporate,phone,Standard Class,9946,1.07,01-03-2018,19120,Pennsylvania,01-03-2018
239,Philadelphia,0.2,151.2,3,East,fynota,Corporate,chocolates,Standard Class,9947,32.13,01-03-2018,19120,Pennsylvania,01-03-2018
240,Wilmington,0.2,19.456,4,South,kariox,Consumer,television,Second Class,556,3.4048,01-03-2018,28403,North Carolina,01-03-2018
241,New York City,0,9.99,1,East,fynota,Home Office,colddrinks,Standard Class,1163,4.5954,01-03-2018,10035,New York,01-03-2018
242,Houston,0.2,137.352,3,Central,kariox,Consumer,laptop,Standard Class,8310,8.5845,01-03-2018,77036,Texas,01-03-2018
243,Seattle,0.2,481.568,2,West,qexty,Corporate,tshirts,Standard Class,9644,54.1764,01-03-2018,98103,Washington,01-03-2018
244,El Paso,0.3,362.25,6,Central,qexty,Consumer,tshirts,Standard Class,7949,0,01-03-2018,79907,Texas,01-03-2018
245,Denver,0.2,636.408,3,West,kariox,Consumer,laptop,Standard Class,2101,-15.9102,01-03-2018,80219,Colorado,01-03-2018
246,Tampa,0.2,45.696,3,South,qexty,Consumer,shorts,Standard Class,604,5.1408,01-03-2018,33614,Florida,01-03-2018
247,Tampa,0.7,7.218,3,South,kariox,Consumer,headset,Standard Class,605,-5.5338,01-03-2018,33614,Florida,01-03-2018
248,Tampa,0.7,43.188,4,South,kariox,Consumer,headset,Standard Class,606,-31.6712,01-03-2018,33614,Florida,01-03-2018
249,Tampa,0.2,131.904,3,South,kariox,Consumer,phone,Standard Class,607,47.8152,01-03-2018,33614,Florida,01-03-2018
250,Raleigh,0.2,471.92,2,South,fynota,Home Office,colddrinks,Second Class,3453,29.495,01-03-2018,27604,North Carolina,01-03-2018
251,Lakeville,0,93.78,2,Central,kariox,Consumer,battery,Standard Class,1346,36.5742,01-03-2018,55044,Minnesota,01-03-2018
252,Lakeville,0,47.18,7,Central,kariox,Consumer,phone,Standard Class,1347,23.59,01-03-2018,55044,Minnesota,01-03-2018
253,Tampa,0.2,142.776,1,South,kariox,Consumer,laptop,Standard Class,603,17.847,01-03-2018,33614,Florida,01-03-2018
254,Lakeville,0,19.68,6,Central,kariox,Consumer,television,Standard Class,1348,5.7072,01-03-2018,55044,Minnesota,01-03-2018
255,Lakeville,0,35.88,6,Central,kariox,Consumer,headset,Standard Class,1350,17.2224,01-03-2018,55044,Minnesota,01-03-2018
256,New York City,0.4,1579.746,7,East,qexty,Corporate,hoodies,Standard Class,2358,-447.5947,01-03-2018,10024,New York,01-03-2018
257,New York City,0.4,1071.576,4,East,qexty,Corporate,hoodies,Standard Class,2359,-553.6476,01-03-2018,10024,New York,01-03-2018
258,New York City,0,34.86,7,East,kariox,Corporate,phone,Standard Class,2361,16.3842,01-03-2018,10024,New York,01-03-2018
259,New York City,0,155.04,4,East,kariox,Corporate,phone,Standard Class,2362,75.9696,01-03-2018,10024,New York,01-03-2018
260,Dallas,0.2,4.448,2,Central,kariox,Consumer,television,Same Day,5101,0.3336,01-03-2018,75217,Texas,01-03-2018
261,Royal Oak,0,22.38,2,Central,kariox,Consumer,phone,Standard Class,1172,10.7424,01-03-2018,48073,Michigan,01-03-2018
262,Lakeville,0,53.4,10,Central,kariox,Consumer,headset,Standard Class,1349,25.098,01-03-2018,55044,Minnesota,01-03-2018
263,Jacksonville,0.2,91.056,6,South,kariox,Home Office,phone,Standard Class,9515,31.8696,01-03-2018,32216,Florida,01-03-2018
264,New York City,0.4,613.908,3,East,qexty,Corporate,hoodies,Standard Class,2360,-122.7816,01-03-2018,10024,New York,01-03-2018
265,Chicago,0.3,574.91,2,Central,fynota,Home Office,sweets,First Class,9406,156.047,01-03-2018,60653,Illinois,01-03-2018
266,Chicago,0.2,8.448,2,Central,kariox,Home Office,phone,First Class,9407,2.64,01-03-2018,60653,Illinois,01-03-2018
267,Columbus,0.2,8.32,5,East,qexty,Consumer,shorts,Second Class,1542,2.288,01-03-2018,43229,Ohio,01-03-2018
268,New York City,0,108.92,14,East,kariox,Consumer,phone,Second Class,3442,49.014,01-03-2018,10024,New York,01-03-2018
269,Richmond,0,146.76,3,South,kariox,Corporate,battery,Second Class,7015,38.1576,01-03-2018,40475,Kentucky,01-03-2018
270,Richmond,0,32.96,2,South,fynota,Corporate,chocolates,Second Class,7016,14.1728,01-03-2018,40475,Kentucky,01-03-2018
271,Richmond,0,587.97,3,South,fynota,Corporate,colddrinks,Second Class,7017,164.6316,01-03-2018,40475,Kentucky,01-03-2018
272,Richmond,0,14.94,3,South,kariox,Corporate,phone,Second Class,7018,7.0218,01-03-2018,40475,Kentucky,01-03-2018
273,Roseville,0,7.98,3,West,kariox,Consumer,television,Standard Class,8300,2.0748,01-03-2018,95661,California,01-03-2018
274,Columbus,0.2,10.464,6,East,kariox,Consumer,lighting,Second Class,1543,1.7004,01-03-2018,43229,Ohio,01-03-2018
275,Huntington Beach,0,3.38,1,West,kariox,Corporate,television,Standard Class,1892,1.2506,01-03-2018,92646,California,01-03-2018
276,Logan,0.2,62.048,2,West,kariox,Consumer,headset,Standard Class,4681,20.1656,01-03-2018,84321,Utah,01-03-2018
277,Logan,0,21.36,2,West,kariox,Consumer,laptop,Standard Class,4680,5.7672,01-03-2018,84321,Utah,01-03-2018
278,Logan,0,82.8,12,West,fynota,Consumer,chocolates,Standard Class,4679,6.624,01-03-2018,84321,Utah,01-03-2018
279,Denver,0.2,83.168,4,West,kariox,Consumer,television,Standard Class,2102,9.3564,01-03-2018,80219,Colorado,01-03-2018
280,Logan,0,80.98,1,West,kariox,Consumer,laptop,Standard Class,4678,3.2392,01-03-2018,84321,Utah,01-03-2018
281,Logan,0.2,33.088,4,West,kariox,Consumer,headset,Standard Class,4677,11.1672,01-03-2018,84321,Utah,01-03-2018
282,Chesapeake,0,1139.92,4,South,qexty,Home Office,tshirts,Standard Class,2841,284.98,01-03-2018,23320,Virginia,01-03-2018
283,Houston,0.2,2.688,2,Central,kariox,Consumer,television,Standard Class,6569,1.008,01-04-2018,77095,Texas,01-04-2018
284,Houston,0.3,317.058,3,Central,qexty,Consumer,tshirts,Standard Class,6570,-18.1176,01-04-2018,77095,Texas,01-04-2018
285,Houston,0.2,149.352,3,Central,kariox,Consumer,watch,Standard Class,6571,50.4063,01-04-2018,77095,Texas,01-04-2018
286,Houston,0.2,227.976,3,Central,fynota,Consumer,chocolates,Standard Class,6572,28.497,01-04-2018,77095,Texas,01-04-2018
287,San Jose,0,76.14,3,West,qexty,Home Office,shorts,Second Class,4570,26.649,01-04-2018,95123,California,01-04-2018
288,Arlington,0,58.05,3,South,kariox,Consumer,headset,Second Class,7843,26.703,01-04-2018,22204,Virginia,01-04-2018
289,Arlington,0,71.28,11,South,kariox,Consumer,phone,Second Class,7844,34.2144,01-04-2018,22204,Virginia,01-04-2018
290,Houston,0.3,744.1,5,Central,qexty,Consumer,hoodies,Second Class,5076,-95.67,01-04-2018,77070,Texas,01-04-2018
291,Troy,0,247.84,8,East,kariox,Corporate,watch,Second Class,7164,121.4416,01-04-2018,12180,New York,01-04-2018
292,Houston,0.3,401.59,2,Central,qexty,Consumer,hoodies,Second Class,5078,-131.951,01-04-2018,77070,Texas,01-04-2018
293,Los Angeles,0,59.92,4,West,qexty,Consumer,shorts,Standard Class,6850,27.5632,01-04-2018,90045,California,01-04-2018
294,Los Angeles,0.2,16.52,5,West,kariox,Consumer,headset,Standard Class,1173,5.5755,01-04-2018,90008,California,01-04-2018
295,Los Angeles,0,11.62,2,West,kariox,Consumer,lighting,Standard Class,3536,3.6022,01-04-2018,90049,California,01-04-2018
296,Henderson,0,828.84,6,South,kariox,Corporate,laptop,Standard Class,9075,0,01-04-2018,42420,Kentucky,01-04-2018
297,Houston,0.2,44.84,5,Central,kariox,Consumer,laptop,Second Class,5077,5.605,01-04-2018,77070,Texas,01-04-2018
298,Philadelphia,0.4,71.928,12,East,fynota,Corporate,colddrinks,Second Class,344,8.3916,01-04-2018,19140,Pennsylvania,01-04-2018
299,Los Angeles,0,13.12,4,West,kariox,Consumer,television,Standard Class,3534,3.8048,01-04-2018,90049,California,01-04-2018
300,Los Angeles,0.2,287.968,4,West,fynota,Consumer,sweets,Standard Class,3533,97.1892,01-04-2018,90049,California,01-04-2018
301,Wilmington,0.2,39.072,6,South,kariox,Corporate,television,Standard Class,404,9.768,01-04-2018,28403,North Carolina,01-04-2018
302,Los Angeles,0,187.76,4,West,qexty,Home Office,shorts,Same Day,7658,76.9816,01-04-2018,90049,California,01-04-2018
303,Los Angeles,0,106.96,2,West,kariox,Home Office,battery,Same Day,7657,31.0184,01-04-2018,90049,California,01-04-2018
304,Baltimore,0,7.83,3,East,kariox,Home Office,tablet,Standard Class,6708,3.6018,01-04-2018,21215,Maryland,01-04-2018
305,Philadelphia,0.2,30.992,13,East,kariox,Corporate,lighting,Second Class,343,10.0724,01-04-2018,19140,Pennsylvania,01-04-2018
306,Philadelphia,0.7,509.97,10,East,kariox,Corporate,headset,Second Class,342,-407.976,01-04-2018,19140,Pennsylvania,01-04-2018
307,Philadelphia,0.2,17.856,4,East,kariox,Corporate,television,Second Class,341,1.116,01-04-2018,19140,Pennsylvania,01-04-2018
308,Lodi,0,39.68,2,West,kariox,Corporate,television,Standard Class,9850,16.2688,01-04-2018,95240,California,01-04-2018
309,Bloomington,0,32.4,5,Central,kariox,Consumer,phone,Standard Class,9098,15.552,01-04-2018,47401,Indiana,01-04-2018
310,Redondo Beach,0.15,308.499,3,West,qexty,Corporate,pants,Standard Class,2797,-18.147,01-04-2018,90278,California,01-04-2018
311,Troy,0.2,9.912,3,East,kariox,Corporate,headset,Second Class,7165,3.3453,01-04-2018,12180,New York,01-04-2018
312,Redondo Beach,0.2,18.088,7,West,kariox,Corporate,headset,Standard Class,2796,6.5569,01-04-2018,90278,California,01-04-2018
313,Los Angeles,0,10.75,5,West,kariox,Consumer,television,Standard Class,3535,3.5475,01-04-2018,90049,California,01-04-2018
314,Philadelphia,0.7,2.502,3,East,kariox,Corporate,headset,First Class,1449,-1.7514,01-04-2018,19134,Pennsylvania,01-04-2018
315,Baltimore,0,3.15,1,East,kariox,Corporate,tablet,Standard Class,1777,1.512,01-05-2018,21215,Maryland,01-04-2018
316,Columbus,0.3,281.372,2,East,qexty,Home Office,tshirts,Standard Class,3407,-12.0588,01-04-2018,43229,Ohio,01-04-2018
317,Redondo Beach,0.2,438.368,4,West,fynota,Corporate,colddrinks,Standard Class,2795,38.3572,01-04-2018,90278,California,01-04-2018
318,Louisville,0,826,5,South,kariox,Consumer,laptop,First Class,8637,214.76,01-05-2018,40214,Kentucky,01-04-2018
319,Louisville,0,174.95,5,South,kariox,Consumer,television,First Class,8636,45.487,01-05-2018,40214,Kentucky,01-04-2018
320,Jackson,0,47.79,3,South,fynota,Consumer,chocolates,Second Class,5005,16.2486,01-05-2018,39212,Mississippi,01-04-2018
321,Dover,0,19.98,2,East,fynota,Consumer,colddrinks,Standard Class,8267,5.1948,01-05-2018,19901,Delaware,01-04-2018
322,Memphis,0.2,99.92,5,South,kariox,Corporate,laptop,Standard Class,6376,-1.249,01-05-2018,38109,Tennessee,01-04-2018
323,Memphis,0.2,561.584,2,South,qexty,Corporate,tshirts,Standard Class,6375,70.198,01-05-2018,38109,Tennessee,01-04-2018
324,Lake Charles,0,17.94,3,South,kariox,Consumer,headset,Second Class,2892,8.6112,01-05-2018,70601,Louisiana,01-04-2018
325,Lake Charles,0,51.96,2,South,qexty,Consumer,tshirts,Second Class,2891,12.99,01-05-2018,70601,Louisiana,01-04-2018
326,Rochester,0,17.46,2,East,qexty,Consumer,shorts,Standard Class,885,5.9364,01-05-2018,14609,New York,01-04-2018
327,Jamestown,0,159.98,2,East,fynota,Corporate,chocolates,Standard Class,8921,57.5928,01-05-2018,14701,New York,01-04-2018
328,San Francisco,0.2,1679.96,5,West,fynota,Consumer,colddrinks,First Class,8452,125.997,01-04-2018,94122,California,01-04-2018
329,Newark,0.2,177.568,2,East,kariox,Corporate,laptop,Standard Class,3611,-37.7332,01-05-2018,43055,Ohio,01-04-2018
330,Newark,0.2,27.096,3,East,kariox,Corporate,laptop,Standard Class,3610,2.0322,01-05-2018,43055,Ohio,01-04-2018
331,Newark,0.2,6.912,3,East,kariox,Corporate,tablet,Standard Class,3609,2.5056,01-05-2018,43055,Ohio,01-04-2018
332,Baltimore,0,5.34,2,East,kariox,Corporate,television,Standard Class,1776,1.4952,01-05-2018,21215,Maryland,01-04-2018
333,Baltimore,0,497.61,9,East,kariox,Corporate,laptop,Standard Class,1775,129.3786,01-05-2018,21215,Maryland,01-04-2018
334,Columbus,0.7,7.488,8,East,kariox,Home Office,headset,Standard Class,3408,-5.2416,01-04-2018,43229,Ohio,01-04-2018
335,Columbus,0.2,22.336,4,East,qexty,Home Office,shorts,Standard Class,3409,7.8176,01-04-2018,43229,Ohio,01-04-2018
336,San Francisco,0,48.91,1,West,kariox,Home Office,phone,Second Class,9290,22.9877,01-04-2018,94109,California,01-04-2018
337,Houston,0.2,10.368,2,Central,kariox,Home Office,phone,Standard Class,1749,3.6288,01-04-2018,77095,Texas,01-04-2018
338,Houston,0.2,6.24,3,Central,kariox,Home Office,television,Standard Class,1750,0.546,01-04-2018,77095,Texas,01-04-2018
339,Wilmington,0.2,302.376,3,South,fynota,Consumer,colddrinks,Standard Class,2714,37.797,01-04-2018,28403,North Carolina,01-04-2018
340,Columbus,0.3,281.372,2,East,qexty,Home Office,tshirts,Standard Class,3406,-12.0588,01-04-2018,43229,Ohio,01-04-2018
341,San Gabriel,0,303.25,5,West,qexty,Home Office,shorts,Standard Class,4376,63.6825,01-04-2018,91776,California,01-04-2018
342,San Gabriel,0.2,1487.04,5,West,qexty,Home Office,tshirts,Standard Class,4378,148.704,01-04-2018,91776,California,01-04-2018
343,Los Angeles,0.2,230.28,3,West,qexty,Corporate,tshirts,Standard Class,2615,23.028,01-05-2018,90049,California,01-04-2018
344,Los Angeles,0.2,18.288,6,West,kariox,Corporate,headset,Standard Class,2616,5.715,01-05-2018,90049,California,01-04-2018
345,Los Angeles,0,21.4,5,West,kariox,Home Office,television,Standard Class,7197,6.206,01-04-2018,90036,California,01-04-2018
346,Los Angeles,0,12.6,2,West,kariox,Home Office,tablet,Standard Class,7198,5.796,01-04-2018,90036,California,01-04-2018
347,Baltimore,0,20.86,2,East,kariox,Corporate,headset,Standard Class,1774,9.387,01-05-2018,21215,Maryland,01-04-2018
348,San Gabriel,0,270.72,3,West,kariox,Home Office,battery,Standard Class,4377,78.5088,01-04-2018,91776,California,01-04-2018
349,Redondo Beach,0.2,1075.088,14,West,fynota,Corporate,colddrinks,Standard Class,2794,94.0702,01-04-2018,90278,California,01-04-2018
350,Lafayette,0,12.96,2,South,kariox,Corporate,phone,Standard Class,5124,6.3504,01-04-2018,70506,Louisiana,01-04-2018
351,Great Falls,0.2,105.584,2,West,fynota,Consumer,colddrinks,Standard Class,8359,9.2386,01-04-2018,59405,Montana,01-04-2018
352,Dearborn Heights,0,13.89,3,Central,kariox,Consumer,television,Second Class,9509,4.5837,01-04-2018,48127,Michigan,01-04-2018
353,Dearborn Heights,0,40.2,5,Central,kariox,Consumer,headset,Second Class,9508,18.09,01-04-2018,48127,Michigan,01-04-2018
354,Dearborn Heights,0,26.7,2,Central,kariox,Consumer,television,Second Class,9507,7.476,01-04-2018,48127,Michigan,01-04-2018
355,Decatur,0.2,52.096,4,Central,kariox,Corporate,laptop,First Class,3880,3.9072,01-04-2018,62521,Illinois,01-04-2018
356,Decatur,0.2,49.632,4,Central,kariox,Corporate,laptop,First Class,3879,3.7224,01-04-2018,62521,Illinois,01-04-2018
357,Alexandria,0,4164.05,5,South,kariox,Corporate,charger,Second Class,3281,83.281,01-04-2018,22304,Virginia,01-04-2018
358,Alexandria,0,22.96,7,South,kariox,Corporate,television,Second Class,3280,6.6584,01-04-2018,22304,Virginia,01-04-2018
359,Alexandria,0,12.96,2,South,kariox,Corporate,phone,Second Class,3279,6.3504,01-04-2018,22304,Virginia,01-04-2018
360,Alexandria,0,28.99,1,South,fynota,Corporate,colddrinks,Second Class,3278,8.4071,01-04-2018,22304,Virginia,01-04-2018
361,Alexandria,0,22.96,7,South,kariox,Corporate,television,Second Class,3277,7.5768,01-04-2018,22304,Virginia,01-04-2018
362,New York City,0,55.48,1,East,kariox,Home Office,phone,First Class,711,26.6304,01-04-2018,10035,New York,01-04-2018
363,Lafayette,0,19.44,3,South,kariox,Corporate,phone,Standard Class,5123,9.3312,01-04-2018,70506,Louisiana,01-04-2018
364,Lafayette,0,99.98,2,South,fynota,Corporate,chocolates,Standard Class,5122,42.9914,01-04-2018,70506,Louisiana,01-04-2018
365,Lafayette,0,232.55,5,South,kariox,Corporate,laptop,Standard Class,5121,9.302,01-04-2018,70506,Louisiana,01-04-2018
366,Dearborn Heights,0,689.82,6,Central,kariox,Consumer,laptop,Second Class,9510,20.6946,01-04-2018,48127,Michigan,01-04-2018
367,Los Angeles,0.2,7.184,2,West,kariox,Corporate,headset,First Class,4845,2.245,01-04-2018,90008,California,01-04-2018
368,Detroit,0,5.47,1,Central,qexty,Consumer,shorts,Standard Class,3955,2.3521,01-04-2018,48205,Michigan,01-04-2018
369,San Francisco,0,18.9,6,West,kariox,Home Office,tablet,Standard Class,1561,9.072,01-04-2018,94109,California,01-04-2018
370,Los Angeles,0,159.98,2,West,fynota,Corporate,chocolates,Standard Class,9886,57.5928,01-04-2018,90008,California,01-04-2018
371,Los Angeles,0,62.31,3,West,fynota,Corporate,chocolates,Standard Class,9885,22.4316,01-04-2018,90008,California,01-04-2018
